id,name,description
__import__.report_intrastat_code_9109999,9109999,"Spices, crushed or ground (excl. pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, vanilla, cinnamon, cinnamontree flowers, clove ""wholefruit"", clove stems, nutmeg, mace, cardamoms, seeds of anise, badian, fennel, coriander, cumin and caraway, and juniper berries, ginger, saffron, turmeric ""curcuma"", thyme, bay leaves, curry and seeds of fenugreek, and mixtures of various types of spices)"
__import__.report_intrastat_code_10061030,10061030,Round grain rice in husk
__import__.report_intrastat_code_10061050,10061050,Medium grain rice in husk
__import__.report_intrastat_code_10061071,10061071,"Long grain rice in husk, length-width ratio > 2 but < 3"
__import__.report_intrastat_code_10061079,10061079,"Long grain rice in husk, length-width ratio >= 3"
__import__.report_intrastat_code_12115000,12115000,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
__import__.report_intrastat_code_13021400,13021400,Saps and extracts of ephedra
__import__.report_intrastat_code_15091020,15091020,"Extra virgin olive oil obtained from the fruit of the olive tree solely by mechanical or other physical means under conditions that do not lead to deterioration of the oil, untreated (excl. lampante oil)"
__import__.report_intrastat_code_15091080,15091080,"Virgin olive oil obtained from the fruit of the olive tree solely by mechanical or other physical means under conditions that do not lead to deterioration of the oil, untreated (excl. lampante oil and extra virgin oil)"
__import__.report_intrastat_code_16041421,16041421,"Prepared or preserved skipjack, whole or in pieces, in vegetable oil (excl. minced)"
__import__.report_intrastat_code_16041426,16041426,"Fillets known as ""loins"" of skipjack, prepared or preserved, whole or in pieces (excl. such products in vegetable oil or minced)"
__import__.report_intrastat_code_16041428,16041428,"Prepared or preserved skipjack, whole or in pieces (excl. minced, fillets known as ""loins"" and such products in vegetable oil)"
__import__.report_intrastat_code_16041431,16041431,"Prepared or preserved Yellowfin tuna ""Thunnus albacares"", whole or in pieces, in vegetable oil (excl. minced)"
__import__.report_intrastat_code_16041436,16041436,"Fillets known as ""loins"" of Yellowfin tuna ""Thunnus albacares"", prepared or preserved, whole or in pieces (excl. such products in vegetable oil or minced)"
__import__.report_intrastat_code_16041438,16041438,"Prepared or preserved Yellowfin tuna ""Thunnus albacares"", whole or in pieces (excl. minced, fillets known as ""loins"" and such products in vegetable oil)"
__import__.report_intrastat_code_16041441,16041441,"Prepared or preserved tunas, whole or in pieces, in vegetable oil (excl. minced, skipjack and Yellowfin tuna ""Thunnus albacares"")"
__import__.report_intrastat_code_16041446,16041446,"Fillets known as ""loins"" of tuna, prepared or preserved, whole or in pieces (excl. such products in vegetable oil or minced, skipjack and Yellowfin tuna ""Thunnus albacares"")"
__import__.report_intrastat_code_16041448,16041448,"Prepared or preserved tuna, whole or in pieces (excl. minced, fillets known as ""loins"" and such products in vegetable oil, skipjack and Yellowfin tuna ""Thunnus albacares"")"
__import__.report_intrastat_code_16041800,16041800,"Prepared or preserved shark fins, whole or in pieces (excl. minced)"
__import__.report_intrastat_code_19059070,19059070,"Fruit tarts, currant bread, panettone, meringues, Christmas stollen, croissants and other bakers' wares containing by weight >=5% of sucrose, invert sugar or isoglucose (excl. crispbread, gingerbread and the like, sweet biscuits, waffles and wafers, and rusks)"
__import__.report_intrastat_code_19059080,19059080,"Pizzas, quiches and other bakers' wares containing by weight <5% of sucrose, invert sugar or isoglucose (excl. crispbread, gingerbread and the like, sweet biscuits, waffles and wafers, rusks and similar toasted products, bread, communion wafers, empty cachets for pharmaceutical use, sealing wafers, rice paper and similar products)"
__import__.report_intrastat_code_22029100,22029100,Non-alcoholic beer <= 0.5% vol alc
__import__.report_intrastat_code_22029911,22029911,"Soya-based beverages with a protein content of >=2,8 % by weight, not containing alcohol, milk, milk products or fats derived therefrom"
__import__.report_intrastat_code_22029915,22029915,"Soya-based beverages with a protein content of <2,8% by weight and beverages based on nuts of Chapter 8, cereals of Chapter 10 or seeds of Chapter 12, not containing alcohol, milk, milk products or fats derived therefrom"
__import__.report_intrastat_code_22029919,22029919,"Non-alcoholic beverages, not containing milk, milk products and fats derived therefrom (excl. water, fruit or vegetable juices, beer and beverages based on soya or on nuts of Ch 8, cereals of Ch 10 or seeds of Ch 12)"
__import__.report_intrastat_code_22029991,22029991,"Non-alcoholic beverages containing < 0,2% fats derived from milk or milk products"
__import__.report_intrastat_code_22029995,22029995,"Non-alcoholic beverages containing >= 0,2% but < 2% fats derived from milk or milk products"
__import__.report_intrastat_code_22029999,22029999,Non-alcoholic beverages containing >= 2% fats derived from milk or milk products
__import__.report_intrastat_code_22041013,22041013,"Cava, with PDO"
__import__.report_intrastat_code_22041015,22041015,"Prosecco, with PDO"
__import__.report_intrastat_code_22042131,22042131,"White wines produced in Sicilia, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (excl. sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042161,22042161,"Wines produced in Sicilia, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)"
__import__.report_intrastat_code_22042210,22042210,"Wine of fresh grapes, incl. fortified wines, in bottles with ""mushroom"" stoppers held in place by ties or fastenings, holding > 2 l but <= 10 l; wine otherwise put up with an excess pressure due to carbon dioxide in solution of >= 1 bar but < 3 bar measured at 20°C, in containers holding > 2 l but <= 10 l (excl. Sparkling wine)"
__import__.report_intrastat_code_22042222,22042222,"Wines produced in Bordeaux, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042223,22042223,"Wines produced in Bourgogne ""Burgundy"", in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042224,22042224,"Wines produced in Beaujolais, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042226,22042226,"Wines produced in Vallée du Rhône, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042227,22042227,"Wines produced in Languedoc-Roussillon, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042228,22042228,"Wines produced in Val de Loire ""Loire Valley"", in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042232,22042232,"Wines produced in Piemonte ""Piedmont"", in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042233,22042233,"Wines produced in Tokaj, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042238,22042238,"White wines produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than Bordeaux, Bourgogne, Beaujolais, Vallée du Rhône, Languedoc-Roussillon, Val de Loire, Piemonte, Tokaj, sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042278,22042278,"Wines produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than Bordeaux, Bourgogne, Beaujolais, Vallée du Rhône, Languedoc-Roussillon, Val de Loire, Piemonte, Tokaj, sparkling wine, semi-sparkling wine and white wine)"
__import__.report_intrastat_code_22042279,22042279,"White wine of fresh grapes, produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PGI (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042280,22042280,"Wines of fresh grapes, produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <= 15% vol, with PGI (other than sparkling wine, semi-sparkling wine and white wine)"
__import__.report_intrastat_code_22042281,22042281,"Varietal white wines without PDO and PGI, produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <=15% vol (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042282,22042282,"Varietal wines without PDO and PGI, produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <=15% vol (other than sparkling wine, semi-sparkling wine and white wine)"
__import__.report_intrastat_code_22042283,22042283,"White wines produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <=15% vol (other than sparkling wine, semi-sparkling wine and varietal wines)"
__import__.report_intrastat_code_22042284,22042284,"Wines produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of <=15% vol (other than sparkling wine, semi-sparkling wine, white wine and varietal wines)"
__import__.report_intrastat_code_22042285,22042285,"Madeira and Setubal muscatel, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of > 15% vol, with PDO or PGI"
__import__.report_intrastat_code_22042286,22042286,"Sherry, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of  > 15% vol, with PDO or PGI"
__import__.report_intrastat_code_22042288,22042288,"Samos and Muscat de Lemnos, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of > 15% vol, with PDO or PGI"
__import__.report_intrastat_code_22042290,22042290,"Wines produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of  > 15% vol, with PDO or PGI (other than Madeira, Sherry, Samos, Muscat de Lemnos and Setubal muscatel)"
__import__.report_intrastat_code_22042291,22042291,"Wines without PDO and PGI, produced in EU, in containers holding > 2 l but <= 10 l and of an actual alcoholic strength of > 15% vol"
__import__.report_intrastat_code_22042293,22042293,"White wines not produced in EU, in containers holding > 2 l but <= 10 l, with PDO or PGI (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042294,22042294,"Wines not produced in EU, in containers holding > 2 l but <= 10 l, with PDO or PGI (other than sparkling wine, semi-sparkling wine and white wine)"
__import__.report_intrastat_code_22042295,22042295,"Varietal white wines without PDO and PGI, not produced in EU, in containers holding > 2 l but <= 10 l (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042296,22042296,"Varietal wines without PDO and PGI, not produced in EU, in containers holding > 2 l but <= 10 l (other than sparkling wine, semi-sparkling wine and white wine)"
__import__.report_intrastat_code_22042297,22042297,"White wines not produced in EU, in containers holding > 2 l but <= 10 l (other than sparkling wine, semi-sparkling wine and varietal wines)"
__import__.report_intrastat_code_22042298,22042298,"Wines not produced in EU, in containers holding > 2 l but <= 10 l (other than sparkling wine, semi-sparkling wine, white wine and varietal wines)"
__import__.report_intrastat_code_22042922,22042922,"Wines produced in Bordeaux, in containers holding > 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
__import__.report_intrastat_code_22042923,22042923,"Wines produced in Bourgogne ""Burgundy"", in containers holding > 10 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)"
