id,orderpoint_min,orderpoint_max,orderpoint_qty_multiple
__import__.product_5800102,0,1,1
__import__.product_5801068,40,99,1
__import__.product_5801150,0,1,1
__import__.product_5801726,45,90,1
__import__.product_5802099,300,600,1
__import__.product_5802148,150,250,1
__import__.product_5802742,20,40,1
__import__.product_5803920,2,4,1
__import__.product_5808662,105,210,1
__import__.product_5810028,8,16,1
__import__.product_5810178,36,84,1
__import__.product_5810179,25,60,1
__import__.product_5810183,100,220,1
__import__.product_5810228,0,6,6
__import__.product_5810229,1,3,1
__import__.product_5810467,25,75,1
__import__.product_5810469,50,96,6
__import__.product_5810470,15,30,1
__import__.product_5810543,30,60,4
__import__.product_5810544,30,70,6
__import__.product_5810545,40,100,1
__import__.product_5810560,70,125,1
__import__.product_5810561,50,100,1
__import__.product_5810562,48,77,6
__import__.product_5810743,30,70,4
__import__.product_5810745,12,24,1
__import__.product_5810746,12,30,1
__import__.product_5810748,48,96,6
__import__.product_5810749,20,35,1
__import__.product_5810982,16,24,4
__import__.product_5810985,12,24,4
__import__.product_5810986,6,12,1
__import__.product_5810988,10,20,4
__import__.product_5810989,5,10,1
__import__.product_5810990,3,6,1
__import__.product_5810991,5,10,4
__import__.product_5810993,10,24,6
__import__.product_5811077,12,22,1
__import__.product_5811142,20,44,6
__import__.product_5812308,36,90,24
__import__.product_5816395,72,144,1
__import__.product_5816403,36,144,1
__import__.product_5816411,50,100,1
__import__.product_5816429,144,216,1
__import__.product_5816437,120,240,1
__import__.product_5816445,144,216,1
__import__.product_5816452,144,216,1
__import__.product_5818593,1,2,1
__import__.product_5820390,7,23,1
__import__.product_5821069,25,45,1
__import__.product_5821698,8,15,1
__import__.product_5821699,10,20,1
__import__.product_5821700,6,12,1
__import__.product_5821725,130,299,1
__import__.product_5821726,50,131,1
__import__.product_5821803,50,100,1
__import__.product_5821807,25,60,1
__import__.product_5821809,40,100,1
__import__.product_5821811,30,90,1
__import__.product_5821882,39,135,1
__import__.product_5821883,40,100,1
__import__.product_5821884,60,170,1
__import__.product_5822013,9,28,1
__import__.product_5822097,49,171,1
__import__.product_5822098,120,329,1
__import__.product_5822099,170,386,1
__import__.product_5822101,24,130,1
__import__.product_5822102,9,26,1
__import__.product_5822115,12,20,4
__import__.product_5822116,10,22,4
__import__.product_5822119,10,20,1
__import__.product_5822120,5,12,1
__import__.product_5822147,56,160,1
__import__.product_5822148,80,180,1
__import__.product_5822232,2,5,1
__import__.product_5822233,6,10,1
__import__.product_5822310,6,12,1
__import__.product_5822387,6,15,1
__import__.product_5822437,40,140,1
__import__.product_5822439,15,35,1
__import__.product_5822741,70,120,4
__import__.product_5822814,8,20,1
__import__.product_5822817,5,16,1
__import__.product_5822821,4,7,1
__import__.product_5822822,8,16,1
__import__.product_5822826,4,7,1
__import__.product_5822830,10,16,1
__import__.product_5822842,100,221,1
__import__.product_5822843,46,130,1
__import__.product_5822844,30,80,1
__import__.product_5822862,100,200,4
__import__.product_5822863,42,110,4
__import__.product_5823122,3,10,6
__import__.product_5823123,4,8,1
__import__.product_5823125,2,4,1
__import__.product_5823126,4,8,1
__import__.product_5823127,4,6,1
__import__.product_5823128,6,10,1
__import__.product_5823129,2,4,1
__import__.product_5823130,2,6,1
__import__.product_5823131,0,1,1
__import__.product_5823133,4,8,1
__import__.product_5823137,4,8,1
__import__.product_5823226,0,10,1
__import__.product_5823228,0,12,1
__import__.product_5823229,20,40,6
__import__.product_5823231,18,30,6
__import__.product_5823266,6,19,1
__import__.product_5823270,2,6,1
__import__.product_5823271,25,65,1
__import__.product_5823299,12,23,1
__import__.product_5823400,30,50,1
__import__.product_5823402,2,4,1
__import__.product_5823438,44,88,4
__import__.product_5823445,24,45,1
__import__.product_5823446,30,60,1
__import__.product_5823447,30,70,1
__import__.product_5823607,25,60,1
__import__.product_5823608,15,35,1
__import__.product_5823609,25,60,1
__import__.product_5825483,12,22,1
__import__.product_5825516,11,33,1
__import__.product_5825656,40,102,1
__import__.product_5825661,16,54,1
__import__.product_5825666,3,8,1
__import__.product_5825667,10,38,1
__import__.product_5826061,12,20,1
__import__.product_5826069,28,97,1
__import__.product_5826095,12,25,1
__import__.product_5826096,8,18,1
__import__.product_5826135,48,166,1
__import__.product_5826139,200,358,1
__import__.product_5826140,30,81,1
__import__.product_5826151,1,5,1
__import__.product_5826197,78,271,1
__import__.product_5826198,120,400,1
__import__.product_5826199,60,148,1
__import__.product_5826228,12,21,1
__import__.product_5826265,6,10,1
__import__.product_5826293,2,4,1
__import__.product_5826438,5,10,1
__import__.product_5826548,25,48,1
__import__.product_5826654,42,147,1
__import__.product_5826655,64,140,1
__import__.product_5826658,21,73,1
__import__.product_5826662,38,120,1
__import__.product_5827520,5,12,1
__import__.product_5827522,2,4,1
__import__.product_5827524,3,9,1
__import__.product_5827544,6,18,1
__import__.product_5827545,15,48,1
__import__.product_5827569,10,55,1
__import__.product_5827570,17,59,1
__import__.product_5827607,2,5,1
__import__.product_5827610,6,12,1
__import__.product_5827616,3,8,1
__import__.product_5827619,6,13,1
__import__.product_5827749,30,88,1
__import__.product_5827778,20,40,1
__import__.product_5828044,15,45,1
__import__.product_5828058,25,70,1
__import__.product_5828088,1,4,1
__import__.product_5828089,1,4,1
__import__.product_5828096,4,10,1
__import__.product_5828097,6,17,1
__import__.product_5828408,55,193,1
__import__.product_5828647,120,332,1
__import__.product_5828648,42,130,1
__import__.product_5828649,60,116,1
__import__.product_5828662,260,659,1
__import__.product_5828665,60,162,1
__import__.product_5828666,35,110,1
__import__.product_5828667,90,280,1
__import__.product_5828668,42,148,1
__import__.product_5828686,52,146,1
__import__.product_5828690,41,120,1
__import__.product_5828692,52,131,1
__import__.product_5828693,18,57,1
__import__.product_5828695,12,32,1
__import__.product_5828965,120,419,1
__import__.product_5828966,60,185,1
__import__.product_5829000,144,365,1
__import__.product_5829001,43,149,1
__import__.product_5829002,150,404,1
__import__.product_5829003,42,113,1
__import__.product_5829176,35,121,1
__import__.product_5829178,8,12,1
__import__.product_5829179,47,80,1
__import__.product_5829181,87,304,1
__import__.product_5829182,22,74,1
__import__.product_5829183,200,350,1
__import__.product_5829184,43,151,1
__import__.product_5829185,71,249,1
__import__.product_5829186,92,285,1
__import__.product_5829188,58,203,1
__import__.product_5829189,35,81,1
__import__.product_5829263,15,30,1
__import__.product_5829264,5,10,1
__import__.product_5829266,60,100,1
__import__.product_5829267,12,36,1
__import__.product_5829269,3,5,1
__import__.product_5829270,25,69,1
__import__.product_5829271,9,30,1
__import__.product_5829272,9,30,1
__import__.product_5829273,6,11,1
__import__.product_5829274,10,32,1
__import__.product_5830214,4,12,1
__import__.product_5830668,25,50,6
__import__.product_5832482,2,5,1
__import__.product_5836681,5,10,6
__import__.product_5836682,8,24,1
__import__.product_5837012,0,1,1
__import__.product_5840301,0,1,1
__import__.product_5840313,4,8,1
__import__.product_5845794,0,1,1
__import__.product_5845840,0,1,1
__import__.product_5848974,0,1,1
__import__.product_5851318,0,1,1
__import__.product_5855100,5,15,1
__import__.product_5859760,5,10,1
__import__.product_5900613,0,1,1
__import__.product_5900742,0,1,1
__import__.product_5900873,3,5,22
__import__.product_5900950,0,1,1
__import__.product_5900999,0,1,1
__import__.product_5901891,2,10,1
__import__.product_5901892,6,26,20
__import__.product_5901896,6,12,1
__import__.product_5903189,10,20,1
__import__.product_5904040,0,1,1
__import__.product_5904041,0,1,1
__import__.product_5904042,0,1,1
__import__.product_5904043,0,1,1
__import__.product_5904044,0,1,1
__import__.product_5904045,0,1,1
__import__.product_5909799,7,15,1
__import__.product_5910011,2,4,1
__import__.product_5910022,0,1,1
__import__.product_5910023,0,1,1
__import__.product_5910024,10,20,1
__import__.product_5910125,1,2,1
__import__.product_5910500,5,10,1
__import__.product_5910515,0,2,1
__import__.product_5911023,2,4,1
__import__.product_5911352,5,10,1
__import__.product_5911405,1,2,1
__import__.product_5913405,15,30,1
__import__.product_5913419,0,1,1
__import__.product_5913502,0,2,1
__import__.product_5913510,5,10,1
__import__.product_5915000,20,40,1
__import__.product_5916405,8,16,1
__import__.product_5916502,2,4,1
__import__.product_5916505,25,50,1
__import__.product_5920020,4,8,4
__import__.product_5920060,1,2,1
__import__.product_5920061,5,10,1
__import__.product_5920080,0,1,1
__import__.product_5920081,1,2,1
__import__.product_5920082,1,2,1
__import__.product_5920083,2,4,1
__import__.product_5920101,5,10,1
__import__.product_5920119,1,2,1
__import__.product_5920124,1,2,1
__import__.product_5920301,0,2,1
__import__.product_5920401,0,1,1
__import__.product_5920403,0,5,1
__import__.product_5920404,0,1,1
__import__.product_5920405,2,5,1
__import__.product_5920461,12,24,12
__import__.product_5920462,12,24,12
__import__.product_5920463,12,24,12
__import__.product_5920464,12,24,12
__import__.product_5920466,12,24,12
__import__.product_5920467,12,24,12
__import__.product_5920468,12,12,12
__import__.product_5920511,0,1,1
__import__.product_5920561,1,2,1
__import__.product_5920563,2,4,1
__import__.product_5920602,5,10,1
__import__.product_5920610,0,1,1
__import__.product_5920706,0,1,1
__import__.product_5920710,1,2,1
__import__.product_5920810,0,1,1
__import__.product_5920812,0,1,1
__import__.product_5921120,1,3,1
__import__.product_5921400,2,30,1
__import__.product_5921505,2,4,1
__import__.product_5921605,0,1,1
__import__.product_5923031,1,2,1
__import__.product_5924050,5,10,1
__import__.product_5924060,2,4,1
__import__.product_5924500,2,4,1
__import__.product_5925055,0,1,12
__import__.product_5927035,2,4,1
__import__.product_5930100,5,10,1
__import__.product_5941000,10,60,1
__import__.product_5942063,1,2,1
__import__.product_5942176,0,1,10
__import__.product_5942179,0,1,10
__import__.product_5942196,50,100,10
__import__.product_5942197,100,150,10
__import__.product_5942198,50,100,10
__import__.product_5942199,5,10,10
__import__.product_5942201,2,4,10
__import__.product_5942202,20,30,10
__import__.product_5942203,20,30,10
__import__.product_5942204,2,5,10
__import__.product_5942205,0,1,10
__import__.product_5942206,10,20,10
__import__.product_5942207,10,20,10
__import__.product_5942208,5,10,10
__import__.product_5942209,3,6,10
__import__.product_5942545,0,1,1
__import__.product_5942546,1,2,4
__import__.product_5942547,1,2,4
__import__.product_5942548,1,2,4
__import__.product_5943100,0,1,1
__import__.product_5948332,0,1,1
__import__.product_5949003,10,20,1
__import__.product_5961100,12,24,1
__import__.product_5961101,4,10,1
__import__.product_5962002,1,2,1
__import__.product_5962003,2,3,1
__import__.product_5962005,4,7,1
__import__.product_5962006,0,1,1
__import__.product_5962007,6,9,1
__import__.product_5962645,60,120,1
__import__.product_5967000,20,60,1
__import__.product_5967001,5,10,1
__import__.product_5967003,40,184,48
__import__.product_5967004,90,180,1
__import__.product_5967005,250,375,1
__import__.product_5969000,5,7,1
__import__.product_5969906,1,2,1
__import__.product_5973623,0,1,1
__import__.product_5992463,2,4,6
__import__.product_5992465,8,16,8
__import__.product_5992530,1,2,6
__import__.product_5994481,3,6,1
__import__.product_6000449,10,22,1
__import__.product_6008859,11,37,1
__import__.product_6038742,2,4,1
__import__.product_6039000,40,60,1
__import__.product_6039001,5,10,1
__import__.product_6039100,0,5,1
__import__.product_6040001,15,30,12
__import__.product_6040042,120,240,8
__import__.product_6040044,25,30,30
__import__.product_6040051,140,280,50
__import__.product_6040053,12,24,50
__import__.product_6040055,14,28,40
__import__.product_6040056,25,50,50
__import__.product_6040057,12,24,10
__import__.product_6043001,6,12,1
__import__.product_6049906,8,14,1
__import__.product_6112326,0,5,1
__import__.product_6131482,3,9,1
__import__.product_6170001,1,2,5
__import__.product_6170002,3,10,5
__import__.product_6197006,10,42,1
__import__.product_6197010,5,12,1
__import__.product_6197011,4,10,1
__import__.product_6197014,5,9,1
__import__.product_6197017,1,2,1
__import__.product_6197020,0,1,1
__import__.product_6197028,2,4,1
__import__.product_6197029,3,6,1
__import__.product_6203000,3,6,1
__import__.product_6260001,8,12,1
__import__.product_6260010,13,26,2
__import__.product_6260016,0,1,1
__import__.product_6260022,30,50,1
__import__.product_6260026,86,291,12
__import__.product_6279500,40,80,20
__import__.product_6330123,12,24,36
__import__.product_6330226,6,12,24
__import__.product_6330822,0,1,36
__import__.product_6330914,3,11,1
__import__.product_6331823,3,4,36
__import__.product_6333092,0,1,5
__import__.product_6342084,1,2,1
__import__.product_6350305,16,26,1
__import__.product_6350306,10,25,1
__import__.product_6350317,18,59,1
__import__.product_6350318,92,313,12
__import__.product_6350319,120,240,1
__import__.product_6350320,100,145,1
__import__.product_6350323,1,2,1
__import__.product_6350329,7,23,1
__import__.product_6350330,15,49,1
__import__.product_6350331,3,11,1
__import__.product_6350340,2,4,1
__import__.product_6350430,1,2,1
__import__.product_6350435,10,20,1
__import__.product_6350532,4,8,1
__import__.product_6350536,6,12,2
__import__.product_6350538,0,6,1
__import__.product_6350556,2,4,4
__import__.product_6350563,12,30,1
__import__.product_6352225,1500,3000,50
__import__.product_6352419,1000,2000,50
__import__.product_6354880,3,6,1
__import__.product_6355005,1,2,1
__import__.product_6355020,3,6,1
__import__.product_6355021,0,1,1
__import__.product_6356011,2,4,18
__import__.product_6356043,2,3,1
__import__.product_6390002,4,8,12
__import__.product_6395001,5,10,1
__import__.product_6420006,25,84,10
__import__.product_6420010,8,33,1
__import__.product_6441260,1,2,1
__import__.product_6445001,120,1120,1
__import__.product_6446000,10,20,1
__import__.product_6446002,20,40,1
__import__.product_6446003,10,20,1
__import__.product_6446007,5,15,1
__import__.product_6446010,30,50,1
__import__.product_6446011,15,20,1
__import__.product_6446012,16,32,1
__import__.product_6446013,12,24,1
__import__.product_6446016,0,1,1
__import__.product_6446017,1,2,1
__import__.product_6446018,1,2,1
__import__.product_6446020,12,24,1
__import__.product_6446021,1,2,1
__import__.product_6446022,4,6,1
__import__.product_6446036,4,8,1
__import__.product_6446053,0,2,1
__import__.product_6450009,1,2,1
__import__.product_6450016,1,3,1
__import__.product_6464798,5,10,1
__import__.product_6502210,0,1,1
__import__.product_6508111,0,1,1
__import__.product_6508254,4,8,1
__import__.product_6532032,150,300,50
__import__.product_6532033,50,100,50
__import__.product_6541651,16,22,50
__import__.product_6547461,0,1,1
__import__.product_6562302,4,13,1
__import__.product_6600801,9,30,1
__import__.product_6600802,5,10,1
__import__.product_6600803,7,23,1
__import__.product_6600805,12,24,12
__import__.product_6600807,3,10,1
__import__.product_6600809,17,68,1
__import__.product_6600810,6,12,1
__import__.product_6600811,18,24,12
__import__.product_6600813,14,47,1
